Timestamp,Username,Sample_name,Class1,Class2
2021-04-03 16:00:41.357438,annotator5,6_speaker4_female,4,3
2021-04-03 16:01:33.901053,annotator5,58_speaker8_female,3,3
2021-04-03 16:02:36.709272,annotator5,12_speaker28_male,2,3
2021-04-03 16:08:09.353669,annotator5,12_speaker20_female_1,2,2
2021-04-03 16:08:32.290278,annotator5,42_speaker15_male,2,4
2021-04-03 16:11:24.862836,annotator5,28_speaker4_female,3,3
2021-04-03 16:12:17.534675,annotator5,38_speaker28_male,1,1
2021-04-03 16:13:39.152293,annotator5,38_speaker40_male,1,2
2021-04-03 16:15:39.072804,annotator5,33_speaker4_female,2,2
2021-04-03 16:16:05.352803,annotator5,34_speaker0_female,2,2
2021-04-03 16:16:56.460648,annotator5,7_speaker20_female_1,3,3
2021-04-03 16:17:42.151824,annotator5,40_speaker38_male,2,3
2021-04-03 16:18:29.028154,annotator5,51_speaker4_female,2,4
2021-04-03 16:22:07.812409,annotator5,12_speaker20_female,3,4
2021-04-03 16:23:00.557614,annotator5,7_speaker8_female,3,3
2021-04-03 20:01:13.376246,annotator2,1_speaker38_male,1,1
2021-04-03 20:02:25.754868,annotator2,57_speaker0_female,4,4
2021-04-03 20:03:09.514197,annotator2,39_speaker28_male,1,1
2021-04-03 20:04:29.593049,annotator2,29_speaker41_male,4,3
2021-04-03 20:05:14.153205,annotator2,12_speaker28_male,2,1
2021-04-03 20:06:36.786996,annotator2,53_speaker20_female,3,3
2021-04-03 20:07:29.800768,annotator2,44_speaker0_female,2,4
2021-04-03 20:08:46.031835,annotator2,51_speaker4_female,3,4
2021-04-03 20:10:01.498232,annotator2,4_speaker0_female,2,2
2021-04-03 20:11:04.270171,annotator2,47_speaker38_male,1,2
2021-04-03 20:12:05.085048,annotator2,17_speaker38_male,1,2
2021-04-03 20:13:25.763611,annotator2,34_speaker0_female,3,2
2021-04-03 20:13:56.621934,annotator2,31_speaker38_male,3,3
2021-04-03 20:14:45.971682,annotator2,33_speaker20_female,2,2
2021-04-03 20:16:34.774029,annotator2,12_speaker20_female_1,2,3
2021-04-03 20:17:41.641545,annotator2,53_speaker15_male,2,4
2021-04-03 20:18:41.222947,annotator2,12_speaker41_male,5,4
2021-04-03 20:19:45.715565,annotator2,11_speaker20_female,1,2
2021-04-03 20:20:29.352739,annotator2,33_speaker15_male,1,3
2021-04-03 20:22:22.396907,annotator2,46_speaker16_male,1,1
2021-04-03 20:23:11.478533,annotator2,20_speaker41_male,4,3
2021-04-03 20:24:15.008751,annotator2,7_speaker20_female,3,4
2021-04-03 20:24:49.497187,annotator2,19_speaker0_female_1,4,4
2021-04-03 20:25:36.925999,annotator2,6_speaker4_female,3,3
2021-04-03 20:26:24.824488,annotator2,33_speaker4_female,3,4
2021-04-03 20:27:03.406945,annotator2,28_speaker0_female,4,4
2021-04-03 20:28:10.945818,annotator2,18_speaker41_male,4,2
2021-04-03 20:29:16.660060,annotator2,2_speaker28_male,1,2
2021-04-03 20:29:59.862526,annotator2,30_speaker16_male,4,4
2021-04-03 20:33:23.209511,annotator2,21_speaker8_female,4,4
2021-04-03 20:34:27.574560,annotator2,28_speaker28_male,2,2
2021-04-03 20:35:04.213776,annotator2,31_speaker8_female,3,3
2021-04-03 20:35:43.956668,annotator2,31_speaker40_male,4,4
2021-04-03 20:36:33.941795,annotator2,15_speaker38_male,1,3
2021-04-03 20:38:25.957343,annotator2,5_speaker8_female,3,3
2021-04-03 20:39:32.117179,annotator2,45_speaker20_female,4,4
2021-04-03 20:40:08.683311,annotator2,28_speaker4_female,3,4
2021-04-03 20:40:48.180387,annotator2,47_speaker8_female,3,4
2021-04-03 20:41:55.698078,annotator2,14_speaker38_male,2,2
2021-04-03 20:43:15.928459,annotator2,32_speaker40_male,4,4
2021-04-03 20:44:44.715117,annotator2,15_speaker29_male_1,4,3
2021-04-03 20:45:36.597250,annotator2,7_speaker20_female_1,2,3
2021-04-03 20:46:27.761746,annotator2,16_speaker40_male,3,3
2021-04-03 20:47:23.386623,annotator2,7_speaker4_female,2,2
2021-04-03 20:48:12.169953,annotator2,21_speaker29_male,5,4
2021-04-03 20:49:19.591917,annotator2,34_speaker4_female,2,3
2021-04-03 20:50:18.517694,annotator2,15_speaker29_male,5,3
2021-04-03 20:51:12.600047,annotator2,11_speaker28_male,1,2
2021-04-03 20:52:18.854127,annotator2,12_speaker20_female,3,3
2021-04-03 20:53:11.419566,annotator2,7_speaker38_male,3,3
2021-04-03 20:53:55.973280,annotator2,7_speaker28_male,2,3
2021-04-03 20:54:44.699297,annotator2,20_speaker20_female,3,3
2021-04-03 20:55:34.918606,annotator2,24_speaker4_female,4,4
2021-04-03 20:56:36.847269,annotator2,35_speaker41_male,5,4
2021-04-03 20:57:22.724398,annotator2,28_speaker38_male,1,2
2021-04-03 20:58:07.546772,annotator2,39_speaker40_male,5,5
2021-04-03 20:58:31.214377,annotator2,6_speaker0_female,4,4
2021-04-03 20:59:16.442080,annotator2,7_speaker8_female,3,3
2021-04-03 20:59:55.328634,annotator2,15_speaker28_male,1,1
2021-04-03 21:00:37.427310,annotator2,37_speaker28_male,1,1
2021-04-03 21:01:18.964654,annotator2,30_speaker0_female,3,4
2021-04-03 21:02:19.866860,annotator2,32_speaker4_female,2,2
2021-04-03 21:03:05.669345,annotator2,38_speaker40_male,4,4
2021-04-03 21:03:47.408753,annotator2,19_speaker0_female,2,3
2021-04-03 21:04:25.988913,annotator2,23_speaker28_male,1,1
2021-04-03 21:04:56.832328,annotator2,46_speaker0_female,3,4
2021-04-03 21:06:12.768068,annotator2,36_speaker29_male,3,3
2021-04-03 21:06:58.424732,annotator2,4_speaker28_male,2,2
2021-04-03 21:07:39.308580,annotator2,24_speaker20_female,3,4
2021-04-03 21:08:07.291194,annotator2,42_speaker15_male,2,3
2021-04-03 21:08:48.664673,annotator2,17_speaker15_male,2,3
2021-04-03 21:09:42.067904,annotator2,36_speaker28_male,2,1
2021-04-03 21:10:32.882357,annotator2,17_speaker29_male,4,3
2021-04-03 21:11:04.805671,annotator2,38_speaker28_male,2,1
2021-04-03 21:11:49.799041,annotator2,21_speaker28_male,2,1
2021-04-03 21:12:40.445296,annotator2,58_speaker8_female,2,3
2021-04-03 21:13:36.402667,annotator2,36_speaker41_male,4,3
2021-04-03 21:14:11.542492,annotator2,11_speaker38_male,2,2
2021-04-03 21:14:48.624236,annotator2,14_speaker28_male,1,2
2021-04-03 21:15:23.289111,annotator2,5_speaker28_male,1,1
2021-04-03 21:16:13.502443,annotator2,22_speaker4_female,3,4
2021-04-03 21:16:50.257348,annotator2,7_speaker40_male,4,4
2021-04-03 21:17:18.664367,annotator2,6_speaker8_female,4,4
2021-04-03 21:17:59.626290,annotator2,6_speaker15_male,2,2
2021-04-03 21:18:50.641665,annotator2,27_speaker4_female,4,4
2021-04-03 21:19:19.363752,annotator2,34_speaker15_male,1,2
2021-04-03 21:20:18.710461,annotator2,17_speaker8_female,3,4
2021-04-03 21:21:19.542536,annotator2,23_speaker8_female,3,3
2021-04-03 21:22:16.612341,annotator2,3_speaker40_male,3,2
2021-04-03 21:22:59.958719,annotator2,33_speaker41_male,3,2
2021-04-03 21:23:40.105559,annotator2,40_speaker38_male,1,2
2021-04-03 21:24:06.116540,annotator2,56_speaker8_female,4,4
2021-04-03 21:25:23.390648,annotator2,21_speaker38_male,2,2
2021-04-03 21:26:08.813871,annotator2,9_speaker41_male_1,5,2
2021-04-03 21:26:46.301176,annotator2,23_speaker41_male,3,1
2021-04-03 21:27:34.832354,annotator2,19_speaker16_male,1,1
2021-04-03 21:28:10.883516,annotator2,28_speaker4_female_1,3,4
2021-04-03 21:28:49.557620,annotator2,2_speaker15_male,1,2
2021-04-03 21:29:39.031721,annotator2,9_speaker41_male,5,2
2021-04-04 20:39:56.509358,annotator11,6_speaker15_male,1,2
2021-04-04 20:41:58.063010,annotator11,11_speaker38_male,1,2
2021-04-04 20:44:52.790485,annotator11,51_speaker4_female,3,3
2021-04-04 20:45:49.389884,annotator11,40_speaker38_male,1,2
2021-04-04 20:47:52.339957,annotator11,46_speaker0_female,4,4
2021-04-04 20:48:34.159801,annotator11,19_speaker0_female,3,3
2021-04-04 20:49:39.786298,annotator11,20_speaker20_female,3,2
2021-04-04 20:50:23.607552,annotator11,53_speaker20_female,4,3
2021-04-04 20:51:47.349705,annotator11,23_speaker8_female,3,3
2021-04-04 20:59:48.213969,annotator11,2_speaker28_male,2,2
2021-04-04 21:01:10.521079,annotator11,39_speaker28_male,2,2
2021-04-04 21:03:27.961206,annotator11,17_speaker38_male,2,2
2021-04-04 21:10:16.038546,annotator11,29_speaker41_male,4,4
2021-04-04 21:11:49.170196,annotator11,28_speaker4_female,2,2
2021-04-04 21:13:19.697345,annotator11,15_speaker29_male,2,2
2021-04-04 21:15:36.509389,annotator11,12_speaker41_male,4,4
2021-04-04 21:20:56.048108,annotator11,16_speaker40_male,4,4
2021-04-04 21:22:43.345679,annotator11,19_speaker16_male,3,3
2021-04-04 21:24:11.966305,annotator11,4_speaker28_male,2,3
2021-04-04 21:25:17.532414,annotator11,11_speaker28_male,3,3
2021-04-04 21:28:17.386397,annotator11,21_speaker28_male,2,3
2021-04-04 21:29:17.224472,annotator11,9_speaker41_male_1,4,4
2021-04-04 21:31:00.150462,annotator11,38_speaker28_male,3,2
2021-04-04 21:32:07.192038,annotator11,33_speaker15_male,3,3
2021-04-04 21:33:34.716803,annotator11,32_speaker4_female,2,3
2021-04-04 21:34:14.582116,annotator11,31_speaker40_male,3,4
2021-04-04 21:34:56.983866,annotator11,7_speaker4_female,2,2
2021-04-04 21:35:36.918580,annotator11,34_speaker0_female,4,4
2021-04-04 21:36:12.716379,annotator11,22_speaker4_female,2,2
2021-04-04 21:36:52.104201,annotator11,28_speaker4_female_1,3,3
2021-04-04 21:37:41.257369,annotator11,17_speaker15_male,3,3
2021-04-04 21:51:05.343515,annotator11,46_speaker16_male,2,2
2021-04-05 09:57:49.443579,annotator1,32_speaker40_male,3,3
2021-04-05 09:59:46.051020,annotator1,7_speaker4_female,1,2
2021-04-05 10:01:16.135187,annotator1,30_speaker0_female,3,4
2021-04-05 10:02:49.913245,annotator1,56_speaker8_female,3,3
2021-04-05 10:03:56.393498,annotator1,20_speaker41_male,3,2
2021-04-05 10:04:57.645185,annotator1,31_speaker38_male,3,3
2021-04-05 10:06:22.808792,annotator1,33_speaker41_male,2,2
2021-04-05 10:07:13.169363,annotator1,33_speaker15_male,2,2
2021-04-05 10:08:48.284038,annotator1,39_speaker40_male,4,3
2021-04-05 10:09:32.690864,annotator1,28_speaker38_male,1,1
2021-04-05 10:10:40.161429,annotator1,11_speaker28_male,2,1
2021-04-05 10:11:32.728309,annotator1,44_speaker0_female,4,4
2021-04-05 10:12:05.726899,annotator1,53_speaker20_female,3,3
2021-04-05 10:13:39.846176,annotator1,32_speaker4_female,1,1
2021-04-05 10:14:18.628164,annotator1,51_speaker4_female,3,2
2021-04-05 10:15:37.152289,annotator1,36_speaker28_male,2,1
2021-04-05 10:16:31.653272,annotator1,47_speaker38_male,1,2
2021-04-05 10:17:51.475472,annotator1,30_speaker16_male,3,2
2021-04-05 10:18:35.642031,annotator1,34_speaker4_female,3,2
2021-04-05 10:19:21.308205,annotator1,31_speaker8_female,4,4
2021-04-05 10:20:21.132081,annotator1,34_speaker15_male,2,3
2021-04-05 10:21:38.608717,annotator1,47_speaker8_female,4,4
2021-04-05 10:23:18.064012,annotator1,7_speaker40_male,2,1
2021-04-05 10:28:19.885929,annotator1,7_speaker20_female_1,2,3
2021-04-05 10:30:00.859496,annotator1,17_speaker29_male,3,2
2021-04-05 10:31:14.366012,annotator1,19_speaker0_female,2,2
2021-04-05 10:32:07.851065,annotator1,42_speaker15_male,3,4
2021-04-05 10:33:27.728601,annotator1,5_speaker28_male,2,1
2021-04-05 10:35:04.130366,annotator1,40_speaker38_male,1,1
2021-04-05 10:35:47.560338,annotator1,21_speaker28_male,2,2
2021-04-05 11:19:26.718300,annotator1,36_speaker29_male,2,1
2021-04-06 15:21:29.898828,annotator1,14_speaker38_male,1,2
2021-04-06 15:24:02.591346,annotator1,16_speaker40_male,3,3
2021-04-06 15:26:47.848686,annotator1,23_speaker41_male,2,2
2021-04-06 15:40:33.681575,annotator1,6_speaker15_male,4,4
2021-04-06 15:41:35.876528,annotator1,7_speaker38_male,2,2
2021-04-06 15:42:43.548335,annotator1,12_speaker20_female,2,3
2021-04-06 15:44:18.642712,annotator1,27_speaker4_female,3,2
2021-04-06 15:44:49.579274,annotator1,6_speaker4_female,2,2
2021-04-06 15:45:53.367010,annotator1,24_speaker20_female,4,4
2021-04-06 15:47:15.093882,annotator1,20_speaker20_female,3,2
2021-04-06 15:48:38.913914,annotator1,33_speaker4_female,2,2
2021-04-06 15:49:46.578468,annotator1,17_speaker15_male,3,3
2021-04-06 15:51:10.369956,annotator1,21_speaker38_male,2,2
2021-04-06 16:01:11.486700,annotator1,35_speaker41_male,4,3
2021-04-06 16:13:49.318770,annotator1,1_speaker38_male,2,1
2021-04-06 16:16:00.414969,annotator1,12_speaker28_male,2,2
2021-04-06 16:16:44.752206,annotator1,19_speaker0_female_1,4,4
2021-04-06 16:17:42.288823,annotator1,24_speaker4_female,2,1
2021-04-06 16:18:54.193422,annotator1,15_speaker29_male,3,2
2021-04-06 16:20:30.889837,annotator1,37_speaker28_male,2,1
2021-04-06 16:21:48.568746,annotator1,11_speaker20_female,3,4
2021-04-06 16:22:57.645189,annotator1,28_speaker4_female_1,2,2
2021-04-06 16:24:27.631479,annotator1,4_speaker0_female,4,5
2021-04-06 16:25:25.136636,annotator1,45_speaker20_female,3,3
2021-04-06 16:26:50.266764,annotator1,39_speaker28_male,2,1
2021-04-20 20:16:35.227001,annotator10,28_speaker3_female_1,2,2
2021-04-20 20:17:06.333160,annotator10,4_speaker2_female,4,4
2021-04-20 20:17:33.171709,annotator10,9_speaker41_male_1,5,4
2021-04-20 20:18:04.740738,annotator10,44_speaker0_female,3,4
2021-04-20 20:18:43.247367,annotator10,24_speaker33_female,4,4
2021-04-20 20:19:14.705052,annotator10,36_speaker3_female,2,2
2021-04-20 20:19:41.923636,annotator10,23_speaker28_male,2,2
2021-04-20 20:20:19.321935,annotator10,30_speaker16_male,3,3
2021-04-20 20:20:50.762187,annotator10,43_speaker7_male,4,4
2021-04-20 20:21:44.146519,annotator10,35_speaker22_male,5,4
2021-04-20 20:22:01.935650,annotator10,41_speaker10_female,3,3
2021-04-20 20:22:20.775944,annotator10,6_speaker15_male,2,2
2021-04-21 16:22:03.088558,annotator1,45_speaker21_male,5,5
2021-04-21 16:23:08.978687,annotator1,32_speaker1_female,2,2
2021-04-21 16:24:32.761873,annotator1,2_speaker3_male,3,3
2021-04-21 16:25:11.793551,annotator1,46_speaker2_female,3,3
2021-04-21 16:26:03.513193,annotator1,31_speaker29_male,4,3
2021-04-21 16:26:43.173260,annotator1,53_speaker3_female,3,4
2021-04-21 16:27:44.374431,annotator1,49_speaker3_female_4,4,5
2021-04-21 16:29:10.927351,annotator1,25_speaker7_male,2,2
2021-04-21 16:29:57.651170,annotator1,47_speaker2_female,4,4
2021-04-21 16:30:38.053666,annotator1,16_speaker3_female,4,5
2021-04-21 16:31:40.978148,annotator1,4_speaker34_female,3,2
2021-04-21 16:32:26.774642,annotator1,20_speaker27_female,3,4
2021-04-21 16:34:59.346228,annotator1,15_speaker3_male,3,2
2021-04-21 16:36:02.668343,annotator1,26_speaker27_female_1,3,4
2021-04-21 16:37:00.185205,annotator1,26_speaker34_female,5,4
2021-04-21 16:42:32.212193,annotator1,4_speaker21_male,3,4
2021-04-21 16:43:30.285222,annotator1,52_speaker16_male,2,2
2021-04-21 16:54:23.456864,annotator1,48_speaker7_male,3,3
2021-04-21 17:05:21.558472,annotator1,59_speaker16_male,2,2
2021-04-21 17:06:21.500969,annotator1,33_speaker1_female,2,2
2021-04-21 17:07:28.537065,annotator1,19_speaker31_female,1,1
2021-04-21 17:08:08.527441,annotator1,2_speaker3_female_1,4,5
2021-04-21 17:09:51.116303,annotator1,25_speaker9_female,4,3
2021-04-21 17:10:53.911203,annotator1,15_speaker42_female,2,2
2021-04-21 17:11:30.088737,annotator1,18_speaker27_female,4,4
2021-04-21 17:13:07.738753,annotator1,39_speaker22_male,4,4
2021-04-21 17:13:59.223783,annotator1,13_speaker19_male,3,1
2021-04-21 17:16:13.271677,annotator1,19_speaker17_female,3,2
2021-04-21 17:18:35.657239,annotator1,30_speaker3_male,3,3
2021-04-21 17:20:25.578477,annotator1,41_speaker10_female,3,3
2021-04-21 17:22:03.698002,annotator1,28_speaker27_female,2,3
2021-04-21 17:23:04.942957,annotator1,24_speaker19_male,2,1
2021-04-21 17:24:03.322915,annotator1,43_speaker22_male,4,4
2021-04-21 17:25:06.530206,annotator1,11_speaker9_female,2,3
2021-04-21 17:28:16.770582,annotator1,32_speaker25_male,5,5
2021-04-21 17:32:54.394563,annotator1,49_speaker31_female,1,1
2021-04-21 17:33:59.031351,annotator1,20_speaker26_female,4,3
2021-04-21 17:34:53.664302,annotator1,40_speaker1_female,3,2
2021-04-21 17:40:15.090170,annotator1,17_speaker21_male,4,4
2021-04-21 17:41:12.661822,annotator1,35_speaker24_female,4,4
2021-04-21 17:47:41.692111,annotator1,22_speaker4_female,1,1
2021-04-21 17:58:31.965641,annotator1,29_speaker23_female,3,3
2021-04-21 18:03:20.968319,annotator1,28_speaker19_male,4,2
2021-04-21 18:06:40.650137,annotator1,54_speaker42_female,2,2
2021-04-21 18:08:31.855034,annotator1,28_speaker26_female,4,3
2021-04-21 18:11:34.906806,annotator1,2_speaker3_female,3,4
2021-04-21 18:12:01.093684,annotator1,56_speaker10_female,3,3
2021-04-21 18:13:09.717822,annotator1,59_speaker12_male,2,3
2021-04-21 18:16:11.070844,annotator1,7_speaker19_male,2,1
2021-04-21 18:17:00.990071,annotator1,17_speaker21_male_1,4,5
2021-04-21 18:18:13.509585,annotator1,13_speaker33_female,4,4
2021-04-21 18:19:50.562066,annotator1,14_speaker2_female,4,4
2021-04-21 18:21:58.665383,annotator1,6_speaker27_female,3,4
2021-04-21 18:23:22.716514,annotator1,3_speaker19_male,2,1
2021-04-21 18:25:33.466422,annotator1,25_speaker21_male,3,4
2021-04-21 18:26:47.356547,annotator1,8_speaker25_male,4,4
2021-04-21 18:32:28.673666,annotator1,44_speaker23_female,3,3
2021-04-21 18:33:14.193634,annotator1,49_speaker1_female,2,2
2021-04-21 18:34:10.610317,annotator1,53_speaker34_female,3,2
2021-04-21 18:36:19.979037,annotator1,42_speaker2_female,4,4
2021-04-21 18:47:28.107009,annotator1,29_speaker29_male,3,3
2021-04-21 18:48:26.093230,annotator1,1_speaker1_female,2,2
2021-04-21 18:50:08.857130,annotator1,16_speaker9_female,3,3
2021-04-21 18:50:51.252195,annotator1,30_speaker25_male,4,5
2021-04-22 10:24:17.983628,annotator1,4_speaker3_male,3,3
2021-04-22 10:25:37.547186,annotator1,25_speaker23_female,3,3
2021-04-22 10:26:28.603818,annotator1,20_speaker33_female,4,4
2021-04-22 10:27:44.296681,annotator1,3_speaker13_male,1,2
2021-04-22 10:28:49.890276,annotator1,17_speaker11_female_1,4,4
2021-04-22 10:30:02.341391,annotator1,32_speaker3_male,2,3
2021-04-22 10:30:46.439473,annotator1,56_speaker5_female,2,2
2021-04-22 10:31:59.956668,annotator1,9_speaker5_female,3,3
2021-04-22 10:33:16.423512,annotator1,59_speaker21_male,3,3
2021-04-22 10:34:10.774743,annotator1,4_speaker22_male,3,2
2021-04-22 10:34:40.164178,annotator1,56_speaker11_female_1,3,3
2021-04-22 10:35:30.852260,annotator1,35_speaker18_female,4,4
2021-04-22 10:37:43.546358,annotator1,35_speaker9_female,4,3
2021-04-22 10:38:47.312164,annotator1,13_speaker21_male,3,4
2021-04-22 10:39:44.372182,annotator1,47_speaker1_female,1,1
2021-04-22 10:40:17.756059,annotator1,46_speaker13_male,3,2
2021-04-22 10:41:12.144848,annotator1,4_speaker2_female,3,2
2021-04-22 10:42:10.770271,annotator1,50_speaker18_female_2,4,4
2021-04-22 10:42:56.930545,annotator1,3_speaker11_female,3,3
2021-04-22 10:43:58.224019,annotator1,28_speaker3_female,3,3
2021-04-22 10:44:46.677329,annotator1,30_speaker30_male,3,3
2021-04-22 10:45:41.052533,annotator1,54_speaker23_female,3,2
2021-04-22 10:46:05.975676,annotator1,45_speaker3_female,2,2
2021-04-22 10:46:50.701969,annotator1,25_speaker27_female,2,3
2021-04-22 10:47:39.889946,annotator1,5_speaker3_female,3,3
2021-04-22 10:48:40.431149,annotator1,7_speaker9_female,3,2
2021-04-22 10:49:49.750581,annotator1,33_speaker6_female,2,2
2021-04-22 10:58:18.106836,annotator1,12_speaker3_female,2,1
2021-04-22 10:58:58.933209,annotator1,6_speaker37_female,3,4
2021-04-22 11:00:10.939515,annotator1,43_speaker21_male,3,3
2021-04-22 11:06:20.195308,annotator1,27_speaker18_female,3,4
2021-04-22 11:07:39.938596,annotator1,30_speaker26_female,4,3
2021-04-22 11:12:17.941368,annotator1,5_speaker27_female,2,2
2021-04-22 11:13:40.933397,annotator1,32_speaker5_female,3,2
2021-04-22 11:14:14.391931,annotator1,22_speaker25_male,5,5
2021-04-22 11:15:02.997922,annotator1,2_speaker32_female,3,3
2021-04-22 11:15:44.379731,annotator1,33_speaker5_female,2,2
2021-04-22 11:16:10.184448,annotator1,43_speaker23_female,2,3
2021-04-22 11:17:03.150406,annotator1,32_speaker3_female,1,1
2021-04-22 11:17:33.401678,annotator1,18_speaker3_female_1,3,4
2021-04-22 11:18:20.464089,annotator1,40_speaker32_female,4,3
2021-04-22 11:18:49.751196,annotator1,56_speaker11_female,4,4
2021-04-22 11:19:45.871352,annotator1,21_speaker3_female,3,3
2021-04-22 11:20:33.040796,annotator1,45_speaker3_female_1,2,1
2021-04-22 11:21:17.448681,annotator1,22_speaker32_female,4,3
2021-04-22 11:21:42.240566,annotator1,52_speaker5_female,3,3
2021-04-22 11:22:25.994788,annotator1,13_speaker3_female_3,3,4
2021-04-22 11:23:11.636410,annotator1,57_speaker9_female,3,2
2021-04-22 11:24:16.584539,annotator1,54_speaker18_female_1,4,5
2021-04-22 11:24:56.371773,annotator1,13_speaker3_female_2,3,4
2021-04-22 23:49:56.158693,annotator4,38_speaker3_male,4,4
2021-04-22 23:53:03.962670,annotator4,33_speaker4_female,3,3
2021-04-22 23:53:04.032695,annotator4,33_speaker4_female,3,3
2021-04-22 23:59:51.156888,annotator4,15_speaker28_male,2,2
2021-04-23 00:00:54.741056,annotator4,16_speaker3_female,5,4
2021-04-23 00:02:18.598881,annotator4,19_speaker31_female,4,3
2021-04-23 00:03:06.509492,annotator4,43_speaker3_female,3,3
2021-04-23 00:03:49.276150,annotator4,6_speaker37_female,4,4
2021-04-23 00:19:10.308131,annotator4,6_speaker0_female,5,4
2021-04-23 00:20:53.578077,annotator4,46_speaker2_female,5,4
2021-04-23 00:29:09.279824,annotator4,22_speaker18_female,4,4
2021-04-23 00:32:23.138487,annotator4,55_speaker25_male,3,3
2021-04-23 00:36:45.505682,annotator4,2_speaker28_male,2,2
2021-04-23 00:40:57.747373,annotator4,43_speaker23_female,5,5
